date,hall_id,hall_name,market,rule_id,reason,raw_mean,predicted_mean,decision_floor,adjusted_edge,utility_edge,travel_minutes,travel_penalty,sample_n,confidence,rank,risk_flags,data_through,data_age_days,stale_warning,forecast_horizon_days,horizon_warning
2027-01-11,hirama_prest2,PREST平間店Ⅱ,平間,,監視中（予測未解禁）,0.0,0.0,50,-999.0,-999.0,28,18.0,0,0.0,NO BET,"[""日次n不足""]",,0,3・7のつく日と高頻度の取材結果は確認できるが、公開記事は取材対象として選ばれた一部台の集計で、46枚スロ144台の全店平均差枚・平均G・台勝率を負日込みで連続取得できない。選抜値を店全体へ外挿せず、全店系列を取得するまで予測を解禁しない,180,
2027-01-12,shibuya_espace_shinkan,エスパス日拓渋谷駅前新館,渋谷,,通常ベース,19.0,19.0,50,-31.0,-43.0,22,12.0,,0.1338,NO BET,[],2026-07-12,3,,181,180日超のテンプレ予測
2027-01-12,shibuya_rakuen_dogenzaka,楽園渋谷道玄坂店,渋谷,,通常ベース,-8.0,-8.0,50,-58.0,-71.0,23,13.0,,0.1096,NO BET,[],2026-06-26,19,,181,180日超のテンプレ予測
2027-01-12,shibuya_rakuen_ekimae,楽園渋谷駅前店,渋谷,,通常ベース,45.0,45.0,40,5.0,-5.0,20,10.0,,0.1338,NO BET,[],2026-07-11,4,,181,180日超のテンプレ予測
2027-01-12,mizonokuchi_rakuen,楽園溝の口店,溝の口,,通常ベース,-195.4,-195.4,0,-195.4,-202.4,17,7.0,281,0.5085,NO BET,[],2026-07-12,3,,181,180日超のテンプレ予測
2027-01-12,mizonokuchi_espace_shinkan,エスパス日拓溝の口駅前新館,溝の口,,通常ベース,-119.0,-119.0,0,-119.0,-127.0,18,8.0,301,0.5085,NO BET,[],2026-07-12,3,,181,180日超のテンプレ予測
2027-01-12,mizonokuchi_espace_honkan,エスパス日拓溝の口駅前本館,溝の口,,通常ベース,-212.0,-212.0,0,-212.0,-220.0,18,8.0,296,0.4127,NO BET,[],2026-06-24,21,,181,180日超のテンプレ予測
2027-01-12,mizonokuchi_slot_act,SLOT ACT,溝の口,,通常ベース,-132.3,-132.3,0,-132.3,-140.3,18,8.0,167,0.5085,NO BET,[],2026-07-12,3,,181,180日超のテンプレ予測
2027-01-12,toyoko_redrock_gakugei,レッドロック学芸大学駅前店,東横線,,通常ベース,-57.8,-57.8,50,-107.8,-111.8,14,4.0,246,0.5085,NO BET,[],2026-07-12,3,,181,180日超のテンプレ予測
2027-01-12,toyoko_hinomaru_nakameguro,ヒノマル中目黒,東横線,,監視中（予測未解禁）,0.0,0.0,0,-999.0,-999.0,18,8.0,0,0.0,NO BET,"[""日次n不足""]",,0,公開日次n=0。P'sCubeの毎日取得を開始し、日タイプごとの最小nを満たすまで予測しない。,181,
2027-01-12,toyoko_oriental_jiyugaoka,オリエンタルパサージュ自由が丘,東横線,,監視中（予測未解禁）,0.0,0.0,50,-999.0,-999.0,5,0.0,0,0.0,NO BET,"[""日次n不足""]",,0,通常日の日次テーブルと20円/5円別の差枚が未取得。公開集計は5円47台を含む可能性があるため、固定日の店予測へ流用しない。,181,
2027-01-12,fukutoshin_maruhan_shinjuku_toho,マルハン新宿東宝ビル店,副都心線北上,,通常ベース,67.1,67.1,50,17.1,-10.9,38,28.0,159,0.5085,NO BET,[],2026-07-12,3,,181,180日超のテンプレ予測
2027-01-12,yokohama_slot_mm_tsunashima,SLOT M&M綱島店,東横線,,通常ベース,-74.7,-74.7,50,-124.7,-138.7,24,14.0,129,0.3991,NO BET,[],2026-06-24,21,,181,180日超のテンプレ予測
2027-01-12,ikegami_big_dipper_togoshi_ginza,BIGディッパー戸越銀座店,池上線,,通常ベース,50.9,50.9,50,0.9,-7.1,18,8.0,122,0.5023,NO BET,[],2026-07-13,2,,181,180日超のテンプレ予測
2027-01-12,kamata_maruhan_mega7,マルハンメガシティ2000蒲田7,蒲田,,通常ベース,91.0,91.0,50,41.0,33.0,18,8.0,90,0.4916,NO BET,[],2026-07-13,2,,181,180日超のテンプレ予測
2027-01-12,kamata_hiroki_max,ヒロキMAX蒲田店,蒲田,,通常ベース,5.0,5.0,50,-45.0,-53.0,18,8.0,43,0.4513,NO BET,[],2026-07-13,2,,181,180日超のテンプレ予測
2027-01-12,fukutoshin_maruhan_ikebukuro_sb,マルハン池袋 SLOT BASE,副都心線北上,,通常ベース,61.0,61.0,50,11.0,-17.0,38,28.0,221,0.5085,NO BET,[],2026-07-13,2,,181,180日超のテンプレ予測
2027-01-12,kamata_maruhan_mega1,マルハンメガシティ2000 蒲田1,蒲田,,通常ベース,2.0,2.0,50,-48.0,-56.0,18,8.0,130,0.5042,NO BET,[],2026-07-13,2,,181,180日超のテンプレ予測
2027-01-12,kamata_rakuen,楽園蒲田店,蒲田,,監視中（予測未解禁）,0.0,0.0,50,-999.0,-999.0,18,8.0,0,0.0,NO BET,"[""日次n不足""]",,0,2026/7/7に567→587台へ増台しregime新規(n=7、ROバフ+149/86%進行中)。8月下旬に解禁判定: ①8/11・8/22の新regime初検定 ②バフ後ベース+50超で解禁,181,
2027-01-12,keikyu_mitoya_omorimachi,みとや大森町店,京急線,,通常ベース,-38.6,-38.6,50,-88.6,-126.6,48,38.0,155,0.5085,NO BET,[],2026-07-13,2,,181,180日超のテンプレ予測
2027-01-12,ooimachi_big_dipper,BIGディッパー大井町店,大井町線,,通常ベース,-32.3,-32.3,50,-82.3,-92.3,20,10.0,145,0.5073,NO BET,[],2026-07-13,2,,181,180日超のテンプレ予測
2027-01-12,yokohama_123_west,123横浜西口店,横浜,,監視中（予測未解禁）,0.0,0.0,50,-999.0,-999.0,31,21.0,0,0.0,NO BET,"[""日次n不足""]",,0,全店平均差枚が公開集計サイトでマスクされ、媒体記事は好調な選抜箇所のみ。全344台の平均差枚・勝率を取得するまで店日予測を解禁しない,181,
2027-01-12,ikebukuro_yasuda7,YASUDA7（東池袋7号店）,副都心線北上,,通常ベース,-44.3,-44.3,50,-94.3,-122.3,38,28.0,141,0.5065,NO BET,[],2026-07-13,2,,181,180日超のテンプレ予測
2027-01-12,tsurumi_uno,鶴見UNO,鶴見,,通常ベース,-125.7,-125.7,50,-175.7,-203.7,38,28.0,145,0.5073,NO BET,[],2026-07-13,2,,181,180日超のテンプレ予測
2027-01-12,tsurumi_aviva,アビバ鶴見店,鶴見,,監視中（予測未解禁）,0.0,0.0,50,-999.0,-999.0,39,29.0,0,0.0,NO BET,"[""日次n不足""]",,0,2026年の公開媒体は好調な選抜4台ブロック中心で、20円335台の全店平均差枚・平均G・勝率を負日込みで連続取得できない。過去固定日も弱いため、全店系列を取得するまで予測を解禁しない,181,
2027-01-12,tsurumi_maruhan,マルハン鶴見店,鶴見,,通常ベース,-181.1,-181.1,0,-181.1,-216.1,45,35.0,104,0.497,NO BET,[],2026-07-13,2,,181,180日超のテンプレ予測
2027-01-12,tsurumi_kintoki,金時鶴見店,鶴見,,通常ベース,-67.3,-67.3,0,-67.3,-107.3,50,40.0,120,0.5018,NO BET,[],2026-07-13,2,,181,180日超のテンプレ予測
2027-01-12,tsurumi_nanbusen_shitte,南武線尻手駅前店,鶴見,,通常ベース,0.0,0.0,0,0.0,-22.0,32,22.0,0,0.0428,NO BET,[],2026-07-07,8,,181,180日超のテンプレ予測
2027-01-12,kawasaki_access,アクセス川崎店,川崎,,通常ベース,0.0,0.0,50,-50.0,-84.0,44,34.0,0,0.0428,NO BET,[],2026-07-13,2,,181,180日超のテンプレ予測
2027-01-12,center_minami_ziath,ジアスセンター南,センター南,,通常ベース,0.0,0.0,0,0.0,-33.0,43,33.0,0,0.0428,NO BET,[],2026-07-11,4,,181,180日超のテンプレ予測
2027-01-12,kawasaki_bellcity,ベルシティザシティ川崎店,川崎,,通常ベース,-114.0,-114.0,0,-114.0,-142.0,38,28.0,99,0.4952,NO BET,[],2026-07-08,7,,181,180日超のテンプレ予測
2027-01-12,kashimada_asahi2,アサヒ2鹿島田店,鹿島田,a2_day12_2026,毎月12日・高稼働だが収益不安定,30.0,19.1,0,19.1,-4.9,34,24.0,7,0.2498,NO BET,[],2026-07-12,3,,181,180日超のテンプレ予測
2027-01-12,tsurumi_kiccho_komaoka,吉兆横浜駒岡店,鶴見,,監視中（予測未解禁）,0.0,0.0,50,-999.0,-999.0,50,40.0,0,0.0,NO BET,"[""日次n不足""]",,0,公開記事は結果後に選ばれた好調機種・4台ブロック中心で、46枚スロ750台の全店平均差枚・平均G・台勝率を負日込みで連続取得できない。選抜値を店全体へ外挿せず、全店系列を取得するまで予測を解禁しない,181,
2027-01-12,tsurumi_kicona_chuo,キコーナ鶴見中央店,鶴見,,監視中（予測未解禁）,0.0,0.0,50,-999.0,-999.0,51,41.0,0,0.0,NO BET,"[""日次n不足""]",,0,旧イベント候補3・9のつく日と取材レポートは確認できるが、46枚スロ185台の全店平均差枚・平均G・台勝率を負日込みで連続取得できない。結果後選抜やTOP25を店全体へ外挿せず、全店系列を取得するまで予測を解禁しない,181,
2027-01-12,tsurumi_superseven_namamugi,パーラースーパーセブン生麦店,鶴見,,監視中（予測未解禁）,0.0,0.0,0,-999.0,-999.0,49,39.0,0,0.0,NO BET,"[""日次n不足""]",,0,旧イベント7のつく日・周年7月7日・独自施策告知は確認できるが、46枚スロ126台の全店平均差枚・平均G・台勝率を負日込みで連続取得できない。告知や口コミを全店実績へ外挿せず、全店系列を取得するまで予測を解禁しない,181,
2027-01-12,hirama_prest2,PREST平間店Ⅱ,平間,,監視中（予測未解禁）,0.0,0.0,50,-999.0,-999.0,28,18.0,0,0.0,NO BET,"[""日次n不足""]",,0,3・7のつく日と高頻度の取材結果は確認できるが、公開記事は取材対象として選ばれた一部台の集計で、46枚スロ144台の全店平均差枚・平均G・台勝率を負日込みで連続取得できない。選抜値を店全体へ外挿せず、全店系列を取得するまで予測を解禁しない,181,
2027-01-13,shibuya_espace_shinkan,エスパス日拓渋谷駅前新館,渋谷,,通常ベース,19.0,19.0,50,-31.0,-43.0,22,12.0,,0.1333,NO BET,[],2026-07-12,3,,182,180日超のテンプレ予測
2027-01-13,shibuya_rakuen_dogenzaka,楽園渋谷道玄坂店,渋谷,,通常ベース,-8.0,-8.0,50,-58.0,-71.0,23,13.0,,0.1091,NO BET,[],2026-06-26,19,,182,180日超のテンプレ予測
2027-01-13,shibuya_rakuen_ekimae,楽園渋谷駅前店,渋谷,,通常ベース,45.0,45.0,40,5.0,-5.0,20,10.0,,0.1333,NO BET,[],2026-07-11,4,,182,180日超のテンプレ予測
2027-01-13,mizonokuchi_rakuen,楽園溝の口店,溝の口,,通常ベース,-195.4,-195.4,0,-195.4,-202.4,17,7.0,281,0.5064,NO BET,[],2026-07-12,3,,182,180日超のテンプレ予測
2027-01-13,mizonokuchi_espace_shinkan,エスパス日拓溝の口駅前新館,溝の口,,通常ベース,-119.0,-119.0,0,-119.0,-127.0,18,8.0,301,0.5064,NO BET,[],2026-07-12,3,,182,180日超のテンプレ予測
2027-01-13,mizonokuchi_espace_honkan,エスパス日拓溝の口駅前本館,溝の口,,通常ベース,-212.0,-212.0,0,-212.0,-220.0,18,8.0,296,0.411,NO BET,[],2026-06-24,21,,182,180日超のテンプレ予測
2027-01-13,mizonokuchi_slot_act,SLOT ACT,溝の口,,通常ベース,-132.3,-132.3,0,-132.3,-140.3,18,8.0,167,0.5064,NO BET,[],2026-07-12,3,,182,180日超のテンプレ予測
2027-01-13,toyoko_redrock_gakugei,レッドロック学芸大学駅前店,東横線,,通常ベース,-57.8,-57.8,50,-107.8,-111.8,14,4.0,246,0.5064,NO BET,[],2026-07-12,3,,182,180日超のテンプレ予測
2027-01-13,toyoko_hinomaru_nakameguro,ヒノマル中目黒,東横線,,監視中（予測未解禁）,0.0,0.0,0,-999.0,-999.0,18,8.0,0,0.0,NO BET,"[""日次n不足""]",,0,公開日次n=0。P'sCubeの毎日取得を開始し、日タイプごとの最小nを満たすまで予測しない。,182,
2027-01-13,toyoko_oriental_jiyugaoka,オリエンタルパサージュ自由が丘,東横線,,監視中（予測未解禁）,0.0,0.0,50,-999.0,-999.0,5,0.0,0,0.0,NO BET,"[""日次n不足""]",,0,通常日の日次テーブルと20円/5円別の差枚が未取得。公開集計は5円47台を含む可能性があるため、固定日の店予測へ流用しない。,182,
2027-01-13,fukutoshin_maruhan_shinjuku_toho,マルハン新宿東宝ビル店,副都心線北上,,通常ベース,67.1,67.1,50,17.1,-10.9,38,28.0,159,0.5064,NO BET,[],2026-07-12,3,,182,180日超のテンプレ予測
2027-01-13,yokohama_slot_mm_tsunashima,SLOT M&M綱島店,東横線,mm_old_event_3_6_union,3・6のつく日（20円140台・非等価）,18.7,17.0,50,-33.0,-47.0,24,14.0,40,0.3518,NO BET,[],2026-06-24,21,,182,180日超のテンプレ予測
2027-01-13,ikegami_big_dipper_togoshi_ginza,BIGディッパー戸越銀座店,池上線,bd_digit_3_absolute,3のつく日（絶対水準B）,90.2,84.4,50,34.4,26.4,18,8.0,23,0.3955,NO BET,[],2026-07-13,2,,182,180日超のテンプレ予測
2027-01-13,kamata_maruhan_mega7,マルハンメガシティ2000蒲田7,蒲田,,通常ベース,91.0,91.0,50,41.0,33.0,18,8.0,90,0.4895,NO BET,[],2026-07-13,2,,182,180日超のテンプレ予測
2027-01-13,kamata_hiroki_max,ヒロキMAX蒲田店,蒲田,,通常ベース,5.0,5.0,50,-45.0,-53.0,18,8.0,43,0.4494,NO BET,[],2026-07-13,2,,182,180日超のテンプレ予測
2027-01-13,fukutoshin_maruhan_ikebukuro_sb,マルハン池袋 SLOT BASE,副都心線北上,,通常ベース,61.0,61.0,50,11.0,-17.0,38,28.0,221,0.5064,NO BET,[],2026-07-13,2,,182,180日超のテンプレ予測
2027-01-13,kamata_maruhan_mega1,マルハンメガシティ2000 蒲田1,蒲田,,通常ベース,2.0,2.0,50,-48.0,-56.0,18,8.0,130,0.5021,NO BET,[],2026-07-13,2,,182,180日超のテンプレ予測
2027-01-13,kamata_rakuen,楽園蒲田店,蒲田,,監視中（予測未解禁）,0.0,0.0,50,-999.0,-999.0,18,8.0,0,0.0,NO BET,"[""日次n不足""]",,0,2026/7/7に567→587台へ増台しregime新規(n=7、ROバフ+149/86%進行中)。8月下旬に解禁判定: ①8/11・8/22の新regime初検定 ②バフ後ベース+50超で解禁,182,
2027-01-13,keikyu_mitoya_omorimachi,みとや大森町店,京急線,,通常ベース,-38.6,-38.6,50,-88.6,-126.6,48,38.0,155,0.5064,NO BET,[],2026-07-13,2,,182,180日超のテンプレ予測
2027-01-13,ooimachi_big_dipper,BIGディッパー大井町店,大井町線,,通常ベース,-32.3,-32.3,50,-82.3,-92.3,20,10.0,145,0.5052,NO BET,[],2026-07-13,2,,182,180日超のテンプレ予測
2027-01-13,yokohama_123_west,123横浜西口店,横浜,,監視中（予測未解禁）,0.0,0.0,50,-999.0,-999.0,31,21.0,0,0.0,NO BET,"[""日次n不足""]",,0,全店平均差枚が公開集計サイトでマスクされ、媒体記事は好調な選抜箇所のみ。全344台の平均差枚・勝率を取得するまで店日予測を解禁しない,182,
2027-01-13,ikebukuro_yasuda7,YASUDA7（東池袋7号店）,副都心線北上,,通常ベース,-44.3,-44.3,50,-94.3,-122.3,38,28.0,141,0.5044,NO BET,[],2026-07-13,2,,182,180日超のテンプレ予測
2027-01-13,tsurumi_uno,鶴見UNO,鶴見,,通常ベース,-125.7,-125.7,50,-175.7,-203.7,38,28.0,145,0.5052,NO BET,[],2026-07-13,2,,182,180日超のテンプレ予測
2027-01-13,tsurumi_aviva,アビバ鶴見店,鶴見,,監視中（予測未解禁）,0.0,0.0,50,-999.0,-999.0,39,29.0,0,0.0,NO BET,"[""日次n不足""]",,0,2026年の公開媒体は好調な選抜4台ブロック中心で、20円335台の全店平均差枚・平均G・勝率を負日込みで連続取得できない。過去固定日も弱いため、全店系列を取得するまで予測を解禁しない,182,
2027-01-13,tsurumi_maruhan,マルハン鶴見店,鶴見,mt_day3_family_avoid,3のつく日（回避）,-188.2,-187.0,0,-187.0,-222.0,45,35.0,20,0.3807,NO BET,[],2026-07-13,2,,182,180日超のテンプレ予測
2027-01-13,tsurumi_kintoki,金時鶴見店,鶴見,,通常ベース,-67.3,-67.3,0,-67.3,-107.3,50,40.0,120,0.4997,NO BET,[],2026-07-13,2,,182,180日超のテンプレ予測
2027-01-13,tsurumi_nanbusen_shitte,南武線尻手駅前店,鶴見,,通常ベース,0.0,0.0,0,0.0,-22.0,32,22.0,0,0.0426,NO BET,[],2026-07-07,8,,182,180日超のテンプレ予測
2027-01-13,kawasaki_access,アクセス川崎店,川崎,ak_day13_2026_sign_audit,毎月13日（2026年失速・符号監査）,50.0,31.8,50,-18.2,-52.2,44,34.0,7,0.2488,NO BET,[],2026-07-13,2,,182,180日超のテンプレ予測
2027-01-13,center_minami_ziath,ジアスセンター南,センター南,,通常ベース,0.0,0.0,0,0.0,-33.0,43,33.0,0,0.0426,NO BET,[],2026-07-11,4,,182,180日超のテンプレ予測
2027-01-13,kawasaki_bellcity,ベルシティザシティ川崎店,川崎,,通常ベース,-114.0,-114.0,0,-114.0,-142.0,38,28.0,99,0.4932,NO BET,[],2026-07-08,7,,182,180日超のテンプレ予測
2027-01-13,kashimada_asahi2,アサヒ2鹿島田店,鹿島田,,通常ベース,0.0,0.0,0,0.0,-24.0,34,24.0,0,0.0426,NO BET,[],2026-07-12,3,,182,180日超のテンプレ予測
2027-01-13,tsurumi_kiccho_komaoka,吉兆横浜駒岡店,鶴見,,監視中（予測未解禁）,0.0,0.0,50,-999.0,-999.0,50,40.0,0,0.0,NO BET,"[""日次n不足""]",,0,公開記事は結果後に選ばれた好調機種・4台ブロック中心で、46枚スロ750台の全店平均差枚・平均G・台勝率を負日込みで連続取得できない。選抜値を店全体へ外挿せず、全店系列を取得するまで予測を解禁しない,182,
2027-01-13,tsurumi_kicona_chuo,キコーナ鶴見中央店,鶴見,,監視中（予測未解禁）,0.0,0.0,50,-999.0,-999.0,51,41.0,0,0.0,NO BET,"[""日次n不足""]",,0,旧イベント候補3・9のつく日と取材レポートは確認できるが、46枚スロ185台の全店平均差枚・平均G・台勝率を負日込みで連続取得できない。結果後選抜やTOP25を店全体へ外挿せず、全店系列を取得するまで予測を解禁しない,182,
2027-01-13,tsurumi_superseven_namamugi,パーラースーパーセブン生麦店,鶴見,,監視中（予測未解禁）,0.0,0.0,0,-999.0,-999.0,49,39.0,0,0.0,NO BET,"[""日次n不足""]",,0,旧イベント7のつく日・周年7月7日・独自施策告知は確認できるが、46枚スロ126台の全店平均差枚・平均G・台勝率を負日込みで連続取得できない。告知や口コミを全店実績へ外挿せず、全店系列を取得するまで予測を解禁しない,182,
2027-01-13,hirama_prest2,PREST平間店Ⅱ,平間,,監視中（予測未解禁）,0.0,0.0,50,-999.0,-999.0,28,18.0,0,0.0,NO BET,"[""日次n不足""]",,0,3・7のつく日と高頻度の取材結果は確認できるが、公開記事は取材対象として選ばれた一部台の集計で、46枚スロ144台の全店平均差枚・平均G・台勝率を負日込みで連続取得できない。選抜値を店全体へ外挿せず、全店系列を取得するまで予測を解禁しない,182,
2027-01-14,shibuya_espace_shinkan,エスパス日拓渋谷駅前新館,渋谷,ses_day14,14日回避,-109.0,-77.0,50,-127.0,-139.0,22,12.0,12,0.3185,NO BET,[],2026-07-12,3,,183,180日超のテンプレ予測
2027-01-14,shibuya_rakuen_dogenzaka,楽園渋谷道玄坂店,渋谷,,通常ベース,-8.0,-8.0,50,-58.0,-71.0,23,13.0,,0.1087,NO BET,[],2026-06-26,19,,183,180日超のテンプレ予測
2027-01-14,shibuya_rakuen_ekimae,楽園渋谷駅前店,渋谷,,通常ベース,45.0,45.0,40,5.0,-5.0,20,10.0,,0.1327,NO BET,[],2026-07-11,4,,183,180日超のテンプレ予測
2027-01-14,mizonokuchi_rakuen,楽園溝の口店,溝の口,,通常ベース,-195.4,-195.4,0,-195.4,-202.4,17,7.0,281,0.5043,NO BET,[],2026-07-12,3,,183,180日超のテンプレ予測
2027-01-14,mizonokuchi_espace_shinkan,エスパス日拓溝の口駅前新館,溝の口,,通常ベース,-119.0,-119.0,0,-119.0,-127.0,18,8.0,301,0.5043,NO BET,[],2026-07-12,3,,183,180日超のテンプレ予測
2027-01-14,mizonokuchi_espace_honkan,エスパス日拓溝の口駅前本館,溝の口,,通常ベース,-212.0,-212.0,0,-212.0,-220.0,18,8.0,296,0.4093,NO BET,[],2026-06-24,21,,183,180日超のテンプレ予測
2027-01-14,mizonokuchi_slot_act,SLOT ACT,溝の口,,通常ベース,-132.3,-132.3,0,-132.3,-140.3,18,8.0,167,0.5043,NO BET,[],2026-07-12,3,,183,180日超のテンプレ予測
2027-01-14,toyoko_redrock_gakugei,レッドロック学芸大学駅前店,東横線,,通常ベース,-57.8,-57.8,50,-107.8,-111.8,14,4.0,246,0.5043,NO BET,[],2026-07-12,3,,183,180日超のテンプレ予測
2027-01-14,toyoko_hinomaru_nakameguro,ヒノマル中目黒,東横線,,監視中（予測未解禁）,0.0,0.0,0,-999.0,-999.0,18,8.0,0,0.0,NO BET,"[""日次n不足""]",,0,公開日次n=0。P'sCubeの毎日取得を開始し、日タイプごとの最小nを満たすまで予測しない。,183,
2027-01-14,toyoko_oriental_jiyugaoka,オリエンタルパサージュ自由が丘,東横線,,監視中（予測未解禁）,0.0,0.0,50,-999.0,-999.0,5,0.0,0,0.0,NO BET,"[""日次n不足""]",,0,通常日の日次テーブルと20円/5円別の差枚が未取得。公開集計は5円47台を含む可能性があるため、固定日の店予測へ流用しない。,183,
2027-01-14,fukutoshin_maruhan_shinjuku_toho,マルハン新宿東宝ビル店,副都心線北上,,通常ベース,67.1,67.1,50,17.1,-10.9,38,28.0,159,0.5043,NO BET,[],2026-07-12,3,,183,180日超のテンプレ予測
2027-01-14,yokohama_slot_mm_tsunashima,SLOT M&M綱島店,東横線,,通常ベース,-74.7,-74.7,50,-124.7,-138.7,24,14.0,129,0.3958,NO BET,[],2026-06-24,21,,183,180日超のテンプレ予測
2027-01-14,ikegami_big_dipper_togoshi_ginza,BIGディッパー戸越銀座店,池上線,,通常ベース,50.9,50.9,50,0.9,-7.1,18,8.0,122,0.4982,NO BET,[],2026-07-13,2,,183,180日超のテンプレ予測
2027-01-14,kamata_maruhan_mega7,マルハンメガシティ2000蒲田7,蒲田,,通常ベース,91.0,91.0,50,41.0,33.0,18,8.0,90,0.4875,NO BET,[],2026-07-13,2,,183,180日超のテンプレ予測
2027-01-14,kamata_hiroki_max,ヒロキMAX蒲田店,蒲田,,通常ベース,5.0,5.0,50,-45.0,-53.0,18,8.0,43,0.4475,NO BET,[],2026-07-13,2,,183,180日超のテンプレ予測
2027-01-14,fukutoshin_maruhan_ikebukuro_sb,マルハン池袋 SLOT BASE,副都心線北上,,通常ベース,61.0,61.0,50,11.0,-17.0,38,28.0,221,0.5043,NO BET,[],2026-07-13,2,,183,180日超のテンプレ予測
2027-01-14,kamata_maruhan_mega1,マルハンメガシティ2000 蒲田1,蒲田,,通常ベース,2.0,2.0,50,-48.0,-56.0,18,8.0,130,0.5,NO BET,[],2026-07-13,2,,183,180日超のテンプレ予測
2027-01-14,kamata_rakuen,楽園蒲田店,蒲田,,監視中（予測未解禁）,0.0,0.0,50,-999.0,-999.0,18,8.0,0,0.0,NO BET,"[""日次n不足""]",,0,2026/7/7に567→587台へ増台しregime新規(n=7、ROバフ+149/86%進行中)。8月下旬に解禁判定: ①8/11・8/22の新regime初検定 ②バフ後ベース+50超で解禁,183,
2027-01-14,keikyu_mitoya_omorimachi,みとや大森町店,京急線,mt_day4_family,4のつく日,197.3,163.0,50,113.0,75.0,48,38.0,19,0.3735,C,[],2026-07-13,2,,183,180日超のテンプレ予測
2027-01-14,ooimachi_big_dipper,BIGディッパー大井町店,大井町線,,通常ベース,-32.3,-32.3,50,-82.3,-92.3,20,10.0,145,0.5031,NO BET,[],2026-07-13,2,,183,180日超のテンプレ予測
2027-01-14,yokohama_123_west,123横浜西口店,横浜,,監視中（予測未解禁）,0.0,0.0,50,-999.0,-999.0,31,21.0,0,0.0,NO BET,"[""日次n不足""]",,0,全店平均差枚が公開集計サイトでマスクされ、媒体記事は好調な選抜箇所のみ。全344台の平均差枚・勝率を取得するまで店日予測を解禁しない,183,
2027-01-14,ikebukuro_yasuda7,YASUDA7（東池袋7号店）,副都心線北上,ys7_day4_family_avoid,4のつく日・回収帯,-99.1,-89.6,50,-139.6,-167.6,38,28.0,19,0.3735,NO BET,[],2026-07-13,2,,183,180日超のテンプレ予測
2027-01-14,tsurumi_uno,鶴見UNO,鶴見,,通常ベース,-125.7,-125.7,50,-175.7,-203.7,38,28.0,145,0.5031,NO BET,[],2026-07-13,2,,183,180日超のテンプレ予測
2027-01-14,tsurumi_aviva,アビバ鶴見店,鶴見,,監視中（予測未解禁）,0.0,0.0,50,-999.0,-999.0,39,29.0,0,0.0,NO BET,"[""日次n不足""]",,0,2026年の公開媒体は好調な選抜4台ブロック中心で、20円335台の全店平均差枚・平均G・勝率を負日込みで連続取得できない。過去固定日も弱いため、全店系列を取得するまで予測を解禁しない,183,
2027-01-14,tsurumi_maruhan,マルハン鶴見店,鶴見,,通常ベース,-181.1,-181.1,0,-181.1,-216.1,45,35.0,104,0.4929,NO BET,[],2026-07-13,2,,183,180日超のテンプレ予測
2027-01-14,tsurumi_kintoki,金時鶴見店,鶴見,,通常ベース,-67.3,-67.3,0,-67.3,-107.3,50,40.0,120,0.4976,NO BET,[],2026-07-13,2,,183,180日超のテンプレ予測
2027-01-14,tsurumi_nanbusen_shitte,南武線尻手駅前店,鶴見,,通常ベース,0.0,0.0,0,0.0,-22.0,32,22.0,0,0.0425,NO BET,[],2026-07-07,8,,183,180日超のテンプレ予測
2027-01-14,kawasaki_access,アクセス川崎店,川崎,,通常ベース,0.0,0.0,50,-50.0,-84.0,44,34.0,0,0.0425,NO BET,[],2026-07-13,2,,183,180日超のテンプレ予測
2027-01-14,center_minami_ziath,ジアスセンター南,センター南,,通常ベース,0.0,0.0,0,0.0,-33.0,43,33.0,0,0.0425,NO BET,[],2026-07-11,4,,183,180日超のテンプレ予測
2027-01-14,kawasaki_bellcity,ベルシティザシティ川崎店,川崎,,通常ベース,-114.0,-114.0,0,-114.0,-142.0,38,28.0,99,0.4911,NO BET,[],2026-07-08,7,,183,180日超のテンプレ予測
2027-01-14,kashimada_asahi2,アサヒ2鹿島田店,鹿島田,,通常ベース,0.0,0.0,0,0.0,-24.0,34,24.0,0,0.0425,NO BET,[],2026-07-12,3,,183,180日超のテンプレ予測
2027-01-14,tsurumi_kiccho_komaoka,吉兆横浜駒岡店,鶴見,,監視中（予測未解禁）,0.0,0.0,50,-999.0,-999.0,50,40.0,0,0.0,NO BET,"[""日次n不足""]",,0,公開記事は結果後に選ばれた好調機種・4台ブロック中心で、46枚スロ750台の全店平均差枚・平均G・台勝率を負日込みで連続取得できない。選抜値を店全体へ外挿せず、全店系列を取得するまで予測を解禁しない,183,
2027-01-14,tsurumi_kicona_chuo,キコーナ鶴見中央店,鶴見,,監視中（予測未解禁）,0.0,0.0,50,-999.0,-999.0,51,41.0,0,0.0,NO BET,"[""日次n不足""]",,0,旧イベント候補3・9のつく日と取材レポートは確認できるが、46枚スロ185台の全店平均差枚・平均G・台勝率を負日込みで連続取得できない。結果後選抜やTOP25を店全体へ外挿せず、全店系列を取得するまで予測を解禁しない,183,
2027-01-14,tsurumi_superseven_namamugi,パーラースーパーセブン生麦店,鶴見,,監視中（予測未解禁）,0.0,0.0,0,-999.0,-999.0,49,39.0,0,0.0,NO BET,"[""日次n不足""]",,0,旧イベント7のつく日・周年7月7日・独自施策告知は確認できるが、46枚スロ126台の全店平均差枚・平均G・台勝率を負日込みで連続取得できない。告知や口コミを全店実績へ外挿せず、全店系列を取得するまで予測を解禁しない,183,
